AccID	KO1	KO2	KO3	KO4	WT1	WT2	WT3	WT4
Olfr1287	0	0	0	0	0	0	0	0
Olfr1286	0	0	0	0	0	0	0	0
Hmgcl	469	578	454	585	493	337	374	538
Olfr1289	0	0	0	0	0	0	0	0
Gm8212	0	0	0	0	0	0	1	0
Olfr1288	0	0	0	0	0	0	0	0
BC117090	0	0	0	0	0	0	0	0
Olfr1281	0	0	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0	0	0
Grid2ip	2	1	0	2	0	7	2	1
Olfr1280	0	0	0	0	0	0	0	0
Thrsp	14	41	10	25	8	57	40	9
Nyx	6	13	0	7	4	1	4	5
Olfr1283	0	0	0	0	0	0	0	0
Olfr1282	0	0	0	0	0	0	0	0
Ccdc141	1562	2209	1472	1365	1437	1962	2469	2337
Olfr1284	0	0	0	0	0	0	0	0
Ccdc142	0	0	0	0	0	0	0	0
Ccdc146	80	78	88	69	119	208	206	87
Lamc3	85	165	94	89	81	100	122	44
Ccdc148	9	10	7	15	11	24	10	23
Ccdc149	277	254	185	176	177	202	173	234
Hmgcr	1268	1271	1329	1796	1436	1250	1142	1414
Rsbn1l	826	867	882	902	997	1378	941	1153
Lamc1	7461	5773	7334	8611	3784	5003	3613	3852
D7Ertd443e	0	5	0	2	0	1	2	16
Lamc2	3666	3771	3438	3523	22048	17216	7214	10051
Gm8220	0	0	0	0	0	0	0	0
Nt5c2	946	816	777	534	1088	896	761	945
Nt5c3	536	533	603	494	716	759	431	813
Cacng8	0	0	0	0	0	0	0	0
Olfr1056	0	0	0	0	0	0	0	0
Olfr1055	0	0	0	0	0	0	0	0
Cacng6	0	0	0	0	0	0	0	0
Olfr1058	0	0	0	0	0	0	0	0
Olfr411	0	0	0	0	0	0	0	0
Cacng7	0	0	0	0	0	0	0	0
Olfr1057	0	0	0	0	0	0	0	0
Olfr410	0	0	0	0	0	0	0	0
Olfr412	0	0	0	1	0	0	0	0
Tgoln1	9586	8264	8737	8420	14423	19259	19727	24944
Olfr414	0	0	0	0	0	0	0	0
Gm21719	0	0	0	0	0	0	0	0
Cacng1	9	7	2	4	2	1	8	5
Cacng4	16	13	3	25	4	7	15	7
Olfr1052	0	0	0	0	0	0	0	0
Cacng5	0	2	0	1	0	0	0	0
Olfr1051	0	0	0	0	0	0	0	0
Cacng2	0	0	0	0	0	0	0	0
Olfr1054	0	0	0	1	0	0	0	0
Cacng3	6	5	2	6	0	0	1	0
Olfr1053	0	0	0	0	0	0	0	0
Tdo2	3	11	11	11	17	41	99	47
Olfr417	0	0	0	0	0	0	0	0
Idnk	330	343	300	282	274	208	244	253
Olfr419	0	0	0	0	0	0	0	0
Olfr418	0	0	0	0	0	0	0	0
Acta1	51	144	4	5	6	5	7	2
Prdx2	1881	2225	2316	2069	2070	2056	1171	2310
Acta2	846	929	1020	1209	631	1665	826	844
Olfr1066	0	0	0	0	0	0	0	0
Prdx3	941	921	953	888	1164	1406	1185	1999
Prdx4	1196	1135	1369	1199	621	666	662	1054
Prdx5	2535	2816	2086	1932	1953	853	921	1648
Smdt1	633	590	554	593	423	290	299	578
Gm21704	0	0	0	0	0	0	0	0
Olfr402	0	0	0	0	0	0	0	0
Olfr401	0	0	0	0	0	0	0	0
Olfr403	0	0	0	0	0	0	0	0
Prdx1	5453	4874	6264	8215	7702	8862	6636	15496
Gm21708	0	0	0	0	0	0	0	0
Vti1a	573	625	480	371	516	562	535	590
Olfr1061	0	0	0	0	0	0	0	0
Uggt1	2186	1879	2506	2724	1875	2363	1782	1791
Olfr1062	1	0	0	0	0	0	0	0
Uggt2	133	114	142	188	72	155	118	62
Olfr1065	0	0	0	0	0	0	0	0
Vti1b	801	903	849	947	587	417	486	682
Olfr406	0	0	0	0	0	0	0	0
Rasgrp3	327	365	216	477	395	553	607	465
Rasgrp4	111	87	96	100	91	68	105	80
Rasgrp1	122	57	100	146	105	159	103	70
Amy1	49	46	51	40	25	50	36	25
Rasgrp2	0	0	0	0	0	0	0	0
Aif1l	366	322	360	456	193	273	274	529
Ido2	14	18	4	15	5	5	4	3
D630036H23Rik	0	0	0	2	0	0	2	1
Ido1	22	20	6	10	15	3	2	4
Dcaf1	720	699	976	1252	584	584	514	546
Olfr430	0	0	0	0	0	0	0	0
Gm19410	0	0	0	1	1	6	1	0
Gm20403	2	1	0	0	0	12	0	1
Gm21731	0	0	0	0	0	0	0	0
Olfr433	1	7	5	0	0	0	0	0
Gm21732	0	0	0	0	0	0	0	0
Olfr1079	0	0	0	0	0	0	0	0
Olfr432	1	0	1	0	0	0	0	1
Olfr435	0	0	0	0	0	0	0	0
Gm21738	2	0	1	0	1	0	0	0
Olfr434	0	0	0	0	0	0	0	0
Olfr437	0	0	0	0	0	0	0	0
Gm21739	0	0	0	0	0	0	0	0
Kdelr2	1973	1918	1469	2179	1074	1619	1069	1903
Kdelr3	817	663	560	1273	236	195	194	449
Olfr1076	0	0	0	0	0	0	0	0
Dcaf8	2253	2353	1805	1990	1943	2195	1921	2023
Tcam1	5	7	4	12	2	2	1	2
Hao1	48	68	65	102	1	11	2	2
Amz2	609	609	606	790	480	614	540	591
Amz1	414	402	238	339	328	217	272	189
Dcaf4	169	226	201	168	132	123	91	122
Prdx6	8422	13449	7368	6968	6262	9050	7419	7053
Dcaf5	1322	1573	1375	1518	1047	1031	719	1137
Dcaf6	628	616	639	626	687	1076	833	911
Hamp	1	8	0	0	4	6	3	0
Hao2	0	0	0	0	0	2	0	0
Ctc1	563	486	565	637	418	388	371	498
Dcaf7	2165	1938	2163	2725	2442	2471	2035	1980
Olfr1089	0	0	0	0	0	0	0	0
Olfr420	0	0	0	0	0	0	0	0
Gm21721	0	0	0	0	0	0	0	0
Olfr424	0	0	0	0	0	0	0	0
Gm21725	0	0	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0	0	0
Olfr1082	0	0	0	0	0	0	0	0
Olfr1085	0	0	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0	0	0
Olfr1087	0	0	0	0	0	0	0	0
Gm19402	0	0	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0	0	0
Kdelr1	1329	1400	1469	1505	1498	1233	1104	1942
Tdp2	435	488	357	369	279	302	271	462
Olfr1090	0	0	0	0	0	0	0	0
Tdp1	132	194	194	292	108	67	126	134
Olfr427	0	0	0	0	0	0	0	0
Olfr429	0	0	0	0	0	0	0	0
Tpgs1	818	867	726	823	223	109	217	194
Ezh2	235	321	393	437	408	457	297	388
Tpgs2	159	174	206	310	139	166	104	143
Ezh1	805	858	631	715	997	847	774	788
Olfr453	0	0	0	0	0	0	0	0
Olfr1099	0	0	0	0	0	0	0	0
Olfr452	0	0	0	0	0	0	0	0
Rfwd3	676	719	901	928	657	726	589	681
Ctbs	308	268	249	253	243	465	263	310
Olfr455	3	0	2	0	0	1	0	1
Olfr457	0	1	7	0	0	7	5	0
Olfr456	0	1	0	0	1	8	0	0
Olfr459	0	0	0	0	0	0	0	0
Olfr458	0	0	0	0	0	0	0	0
Saal1	168	208	225	206	136	179	189	255
Olfr1094	0	0	0	0	0	0	0	0
Olfr1093	0	0	0	0	0	0	0	0
Odaph	26	18	63	118	163	40	8	55
Olfr1095	0	0	0	0	0	0	0	0
Hbegf	536	411	971	1069	832	774	550	1349
Olfr1098	0	0	0	0	0	0	0	0
Olfr1097	0	0	0	0	0	0	0	0
Olfr450	0	0	0	0	0	0	0	0
Asah2	276	341	295	376	659	588	474	466
Asah1	4840	4039	4593	3916	3995	4701	3608	4383
Ctcf	1295	1298	1403	1562	1112	1300	1074	1269
Tcaim	146	156	136	211	137	167	181	182
Olfr441	0	0	0	0	0	0	0	0
Gcnt7	1	4	5	2	7	4	1	16
Olfr444	0	0	0	0	0	0	0	0
Tctex1d1	0	0	0	0	0	0	1	0
Tctex1d2	89	88	83	93	38	52	35	79
Olfr446	0	0	0	0	0	0	0	0
Pate3	1	0	0	0	0	0	1	0
Gcnt4	223	200	223	659	205	174	122	287
Pate2	0	0	1	1	6	0	1	5
Gcnt3	0	0	0	1	1017	735	45	557
Olfr448	0	0	0	0	0	0	0	0
Gcnt2	920	897	1204	1264	1388	1465	1099	1367
Olfr447	0	0	0	0	0	0	0	0
Pate4	1	0	0	0	0	0	0	0
Tctex1d4	36	33	44	25	20	30	17	15
D030056L22Rik	532	860	551	440	267	304	240	347
Oaf	2406	2227	2182	5168	276	136	91	159
Gcnt1	529	348	911	927	601	641	381	571
Hap1	177	209	212	240	195	172	244	350
Olfr449	0	0	0	0	0	0	0	0
Pate1	5	3	3	1	0	0	0	0
Krba1	269	302	280	242	327	322	416	504
Olfr474	0	0	0	0	0	0	0	0
Olfr477	0	0	0	0	0	0	0	0
Oat	4902	4587	4354	4288	2247	2545	3002	1754
Olfr476	0	0	0	0	0	0	0	0
Olfr479	0	0	0	0	0	0	0	0
Trmt6	635	688	701	640	391	369	293	478
Olfr478	0	0	0	0	0	0	0	0
Trmt5	233	284	308	417	109	168	145	199
Prr15l	1075	1274	838	960	1471	1424	1487	1784
Olfr470	0	0	0	0	0	0	0	0
Olfr473	0	0	0	0	0	0	0	0
Mycbpap	65	81	39	80	91	76	95	62
Olfr472	0	0	0	0	0	0	0	0
Ntf5	121	144	122	127	128	95	130	303
Foxa1	679	665	582	559	868	1051	715	883
Slc17a9	248	151	117	208	142	157	107	286
Has1	64	60	160	148	8	20	12	7
Ntf3	69	62	66	61	16	10	16	15
CT030732.1	0	0	0	0	0	0	0	0
Slc17a3	0	0	0	0	0	0	0	0
Wrnip1	640	715	687	616	318	419	288	427
Slc17a4	0	0	0	0	0	2	0	6
Trmt1	1062	1222	985	897	738	774	660	1114
Has2	588	617	855	2031	160	77	21	70
Slc17a1	2	0	0	0	0	1	1	1
Has3	24	15	33	32	123	175	71	66
Slc17a2	2	10	7	10	13	19	17	61
Slc17a7	10	5	1	4	2	23	8	0
Slc17a8	1	3	14	3	4	1	3	2
Slc17a5	558	590	467	443	483	408	519	420
Slc17a6	2	1	4	2	88	3	0	7
Cacnb3	1156	1098	1026	912	506	524	335	825
Olfr464	0	2	0	0	0	0	0	0
Cacnb4	43	36	31	40	22	25	42	40
Olfr463	0	0	0	0	0	0	0	0
Cacnb1	145	127	133	167	67	65	72	67
Olfr466	0	0	0	0	0	0	0	0
Cacnb2	176	103	197	340	77	115	64	66
Olfr467	0	0	0	0	0	0	0	0
Alms1	310	353	295	382	192	260	277	319
Olfr469	0	0	0	0	0	0	0	0
Prr14l	862	780	851	1043	800	1007	742	747
Tdrp	49	66	34	55	97	162	161	117
Olfr460	3	0	4	5	0	0	0	2
Foxa2	480	442	466	462	630	923	677	1087
Olfr462	0	0	0	0	0	0	0	0
Foxa3	10	12	16	9	44	38	26	128
Olfr461	1	0	1	1	4	5	3	1
Foxb1	0	0	3	0	0	0	0	0
Foxb2	0	0	0	0	0	0	0	0
Ocm	0	0	0	10	0	1	0	0
Ap5z1	392	337	365	456	369	321	294	357
Ctf1	62	92	44	92	49	50	78	104
Ctf2	1	1	3	2	0	4	3	2
Dscaml1	10	2	3	0	2	6	6	2
Erg28	332	313	420	492	286	336	288	566
Gm21797	0	0	0	0	0	0	0	0
Gm21798	0	0	0	0	0	0	0	0
Sars	2411	2831	2502	2648	1921	2023	1725	2537
Sat2	65	73	77	51	46	29	17	58
Sat1	3454	3598	3087	3511	2997	2824	2627	4281
Hsp90aa1	5134	6190	7012	9677	4617	7694	5862	7752
Mamld1	76	82	94	127	123	120	102	119
Ctgf	3674	3606	3353	1980	2565	3466	1658	2504
Foxc2	54	122	120	243	2	0	15	25
Foxc1	113	93	152	28	24	29	25	15
Sc5d	449	424	578	735	755	607	461	577
Gm21788	0	0	0	0	0	0	0	0
Slfn14	0	0	0	0	0	0	0	0
Gm21789	0	0	0	0	0	0	0	0
Gm20458	0	0	0	0	0	0	0	0
Col5a2	6791	6063	5065	8033	1796	1847	1509	2142
Col5a3	1965	2419	2335	5984	259	160	189	503
Idua	380	368	349	315	306	253	315	313
Col5a1	8129	6967	6262	9634	1325	859	688	1060
Hsp90ab1	28989	29833	30563	32778	25311	23444	20842	32841
Foxd3	0	0	0	0	0	0	0	0
F830045P16Rik	4	0	4	6	0	0	4	0
Foxd4	2	2	1	1	2	2	0	0
Foxd1	2	0	2	4	0	0	0	0
Foxd2	32	13	52	14	0	1	7	7
Hat1	477	529	636	757	340	466	417	524
Hars	919	916	1114	1080	539	665	398	682
Gm21783	0	0	0	0	0	0	0	0
Disp1	701	358	646	703	283	310	192	233
Gm20489	0	0	0	0	0	0	0	0
Lzts1	42	47	23	44	47	37	53	35
Cemip	72	63	106	249	16	30	14	21
Lzts2	2960	3028	2332	1726	973	825	759	897
Ctif	418	436	492	491	333	336	265	263
Lzts3	236	256	243	462	87	122	110	88
Sav1	568	661	456	516	524	329	382	485
Foxe3	0	0	0	0	0	0	0	0
Foxe1	0	0	1	0	0	0	0	0
G3bp1	2963	3007	4185	4762	2249	2050	1737	2302
Gm20481	0	0	0	0	0	0	0	0
G3bp2	2032	1958	2556	2886	2473	2681	1970	2729
Celsr3	0	0	0	0	0	0	0	0
Celsr1	1111	905	986	1069	2148	2307	2240	2452
Disp3	0	0	0	0	2	0	2	0
Celsr2	181	200	133	190	403	276	237	256
Disp2	511	668	490	640	526	355	319	695
Gm20479	0	0	0	0	0	0	0	0
Wdtc1	1131	1139	1136	1157	994	972	745	971
Lztr1	1682	1877	1534	1551	1909	2161	1967	2964
Rasgrf1	256	196	42	34	200	163	92	81
Rasgrf2	19	27	20	21	123	155	132	98
Foxf1	545	755	633	1129	411	461	453	338
Foxf2	224	388	453	360	107	152	242	47
Ogn	371	455	170	234	619	2306	1138	220
Best1	83	66	57	47	109	52	114	72
Ogt	3141	2950	3181	4104	3169	4702	3913	3824
Best3	3	0	1	6	7	0	2	4
Gm45753	0	0	0	0	0	0	0	0
Best2	0	0	0	0	0	0	0	2
Nceh1	2564	2744	1976	1894	1740	2069	2199	1750
Gm20422	0	0	0	0	0	0	0	0
Gm20425	0	0	0	0	0	0	0	0
Tmem9b	917	890	933	870	732	804	796	958
Acss1	717	1163	477	473	770	893	908	1085
Necab3	7	11	33	38	10	6	12	0
1700025G04Rik	506	458	539	470	219	391	347	215
Acss2	109	125	89	115	171	290	203	320
Necab2	3	9	7	6	1	3	2	1
Acss3	20	36	9	13	39	82	78	53
Necab1	11	1	0	1	3	9	9	11
Foxg1	770	745	878	461	63	66	0	4
Patl2	0	0	0	3	2	0	0	0
Patl1	889	850	798	700	733	850	791	856
Gm21750	0	0	0	0	0	0	0	0
Fsd1l	429	374	322	345	189	466	359	354
Kdelc1	339	337	453	622	220	238	247	319
Ang6	0	0	0	0	0	0	0	0
Ap5s1	368	384	322	323	269	327	315	491
Cables2	480	492	527	565	534	690	430	659
Gm45736	0	0	0	0	0	0	0	0
Kdelc2	731	579	650	783	368	497	409	392
Ang5	0	0	0	0	0	0	0	0
Cables1	364	437	352	305	165	189	242	174
Gm21748	0	0	1	0	0	0	0	0
Ang4	0	0	0	0	0	1	0	0
Gm21746	0	0	0	0	0	0	0	0
Ang2	3	1	6	1	0	0	0	0
Cngb1	61	51	45	14	5	3	2	9
Gm19426	16	23	22	17	1	11	3	4
Cngb3	0	1	1	0	3	0	1	0
Hax1	239	243	210	235	174	113	141	268
B3galnt1	398	263	242	94	40	54	40	41
B3galnt2	486	496	502	701	548	713	535	746
Foxh1	0	3	4	0	0	0	0	0
Osgepl1	68	65	40	70	76	79	74	64
Mcm10	139	147	360	487	102	74	70	108
Gm21778	0	0	0	0	0	0	0	0
Gm21775	0	0	0	0	0	0	0	0
Gm21776	0	0	0	0	0	0	0	0
Gm20449	7	7	1	17	1	1	1	4
Ntn5	35	35	12	22	11	16	37	26
Habp4	799	785	717	709	498	455	438	450
Ntn4	655	839	634	680	507	733	603	309
Cnga4	2	2	6	0	1	5	1	2
Ntn1	4220	2011	2447	1933	439	571	552	494
Cnga3	6	1	6	0	2	4	0	0
Cnga2	5	5	12	7	27	20	39	14
Arl14ep	722	677	774	679	392	600	407	512
Cnga1	10	10	11	18	5	30	20	71
Habp2	3	0	1	0	49	141	90	263
Prelid3b	836	868	901	961	415	338	406	661
THSD8	0	0	0	0	0	0	0	0
Prelid3a	18	16	14	15	5	1	3	4
Carmil1	603	758	617	655	925	958	822	832
Carmil3	21	43	21	37	23	22	33	27
Foxi2	0	0	0	0	0	0	0	0
Carmil2	20	46	27	44	26	39	27	32
Foxi3	0	0	0	0	0	0	0	0
Foxi1	0	0	0	0	0	0	0	0
Gm20441	0	0	0	0	0	0	0	0
Gm21773	0	0	0	0	0	0	0	0
Gm45711	0	0	0	0	0	0	0	0
Gm21767	0	0	0	0	0	0	0	0
Gm21764	0	0	0	0	0	0	0	0
Gm45713	0	0	0	0	0	0	0	0
Gm45716	124	160	155	98	11	37	18	21
Gm45717	0	0	0	0	0	0	0	0
Foxj3	851	765	733	998	884	1104	1016	1183
Foxj1	386	243	222	323	178	248	182	140
Foxj2	1067	1091	797	885	826	797	714	841
Gm21762	5	0	0	3	0	0	0	0
Gm21760	0	0	0	0	0	0	0	0
Gm20431	0	0	0	0	0	0	0	0
Gm21761	0	0	0	0	0	0	0	0
Enthd1	11	50	34	21	0	2	0	2
Zcchc10	137	138	268	193	96	116	88	124
Zcchc12	2	0	11	3	3	0	5	1
Zcchc13	0	0	0	0	0	0	0	0
Pin1rt1	2	0	0	0	0	0	0	2
Gorab	429	331	404	408	168	234	155	134
Foxk2	1249	1288	1652	2372	878	874	738	755
Zcchc18	4	14	4	10	4	14	20	4
Foxk1	867	805	960	978	1112	933	812	997
Zcchc14	2199	1977	2162	2299	1597	1994	1645	1803
Zcchc17	582	592	569	622	244	211	247	384
Speer4a	9	9	5	7	0	0	0	0
Gm8159	0	0	0	0	0	0	0	0
Speer4b	14	12	1	0	0	0	0	0
Kcnmb1	19	19	47	64	24	30	28	38
Speer4e	0	3	1	0	0	0	0	0
Tmem131l	931	684	741	702	799	856	714	726
Kcnmb2	32	28	29	14	54	107	71	52
Speer4c	11	0	18	20	8	11	6	24
Omd	15	15	3	1	14	19	14	6
Speer4d	0	0	0	0	0	0	0	0
Omg	2	6	5	4	0	0	0	1
Ank3	1764	1659	1472	1258	1492	1370	2425	1690
Kcnmb3	3	7	0	3	0	1	0	1
Ank2	149	153	77	61	19	18	87	22
Gm43191	0	0	0	0	0	0	0	0
Kcnmb4	25	24	14	23	31	33	3	10
Ank1	34	26	92	31	161	212	100	105
Patz1	537	653	641	561	346	298	328	310
Omp	14	11	15	36	109	18	10	18
Zcchc24	2242	1737	2436	2642	358	545	452	423
Ctns	488	480	457	402	443	353	433	304
Gm9493	2301	2891	2577	2290	1575	2381	1614	2639
Foxl1	26	30	39	134	5	14	20	18
Foxl2	4	9	206	65	1	0	0	0
Tysnd1	661	562	662	653	303	262	267	221
Gm8165	0	0	0	1	0	0	0	0
Senp1	744	747	856	1001	536	783	617	682
Senp3	1498	1419	1381	1337	841	711	712	881
Gm9495	0	0	0	0	0	0	0	0
Senp2	1327	1186	1281	1297	1454	1817	1500	1924
Gm8126	0	0	0	0	0	66	0	6
Gm8127	0	0	0	0	0	4	0	0
9030612E09Rik	12	1	1	0	0	0	0	1
Wnk4	245	185	188	171	399	405	400	620
Rbm11	9	3	3	0	6	1	0	0
Rbm10	450	374	438	448	341	317	336	376
Vstm2b	5	1	1	0	1	0	2	0
Vstm2a	86	66	36	62	80	99	116	44
Rbm12	376	365	326	309	218	434	232	261
Cts3	0	0	0	0	0	0	0	0
Pik3ip1	570	598	548	273	277	208	232	144
Acsm2	0	0	0	1	0	0	0	0
Cts6	0	0	0	0	0	0	0	0
Ifngr2	1607	1374	1668	1924	1201	955	995	1565
Acsm3	9	16	8	20	31	21	6	5
Cts7	0	0	0	0	0	0	0	0
Cts8	0	0	0	0	0	0	0	0
Acsm1	15	15	18	17	19	24	10	2
Ifngr1	2029	1943	1714	1820	1948	1741	1453	1710
Acsm4	0	0	0	1	1	0	0	0
Acsm5	0	0	0	0	2	2	1	0
Vstm2l	0	0	0	0	0	0	0	0
Foxm1	1791	2403	1239	988	263	293	297	246
Spag6l	56	36	23	60	37	102	71	30
Gm8138	0	0	0	0	0	0	0	0
Ap5m1	386	418	377	368	495	818	673	541
Ctps	1578	1128	1603	1765	997	871	1104	1356
Wnk1	6944	6409	6320	6071	6691	7257	6499	6118
Mis18bp1	132	231	213	243	119	147	131	148
Wnk3	27	33	19	23	10	21	21	19
Wnk2	2	30	15	9	16	5	20	15
Ctr9	1000	975	1151	1213	848	821	904	946
Foxn3	1704	1834	1485	1408	781	1178	1034	937
Foxn4	2	1	3	5	0	4	7	0
Foxn1	0	4	1	0	8	4	0	1
Foxn2	612	571	696	741	461	712	714	693
Ctsb	23472	17264	23605	27515	13713	12278	11344	13587
Ctsc	8869	8288	8767	8724	10851	11384	12472	11333
Rptor	1268	1229	1170	1166	842	846	659	715
Ctsd	21294	14621	15865	15264	16217	10938	12250	13789
Ctse	13	15	96	83	5779	5350	650	4200
Ctsf	347	362	264	163	165	145	136	161
Ctsg	0	0	0	0	0	0	0	0
Ctsh	7725	8743	6962	7399	13368	11838	12747	16639
Ctsj	0	0	0	0	0	0	0	0
Ctsk	6682	2802	3575	4661	2301	926	2302	2157
Ctsl	13170	10840	11732	20271	5307	2511	1850	4347
Ctsm	0	0	0	0	0	0	0	0
Ctso	416	380	368	377	474	598	613	672
Ctu1	195	158	189	210	140	122	92	113
Ctu2	196	241	203	158	119	152	97	172
Ctsq	0	0	0	0	0	0	0	0
Anln	1359	1350	1711	2638	532	636	481	445
Ctsr	0	0	0	0	0	0	0	0
Klra3	4	0	0	0	3	2	0	4
Ctss	12159	10417	13397	7741	6421	3549	6093	6578
Klra2	304	275	240	231	193	219	201	170
Klra1	23	19	17	5	0	0	0	4
Gp1bb	0	0	0	0	0	0	0	0
Klra7	2	25	4	3	1	8	2	1
Ctsw	28	40	71	57	5	17	10	33
Klra6	8	13	4	7	1	5	0	1
Klra5	6	11	6	0	2	0	0	0
Klra4	349	585	407	175	80	118	7	10
Ctsz	5767	5045	5040	4825	3426	2102	2986	3490
Foxo6	66	53	61	56	32	34	23	10
Ltbp3	5245	4413	5565	3759	5217	4748	3006	4848
Gramd2	2433	2964	2001	2499	1521	1799	1821	1602
Ltbp2	3171	3300	2675	2367	2347	2228	2434	2430
Foxo4	593	629	570	487	446	445	430	343
Gramd3	228	204	232	293	250	448	324	534
Klra9	6	4	3	6	4	8	5	2
Gp1ba	11	26	26	20	15	7	17	11
Gramd4	1546	1217	1349	1567	1055	1012	764	1279
Klra8	2	0	2	1	7	6	11	0
Ltbp4	5966	6553	5322	5464	2061	3049	2709	1749
Dcbld1	186	245	331	325	335	367	280	436
Dcbld2	813	853	1179	1279	288	405	363	310
Foxo3	3535	3617	2920	3343	2529	2427	2536	1836
Ltbp1	4433	2692	3795	2501	647	787	388	482
Foxo1	1326	1236	1151	1209	1147	1849	1249	1649
Gm20499	0	0	0	0	0	0	0	0
Ctrc	0	0	0	0	0	0	0	0
Ano9	31	35	30	54	159	83	72	124
Ano8	612	878	723	763	602	422	303	427
Ano7	36	12	3	1	12	34	7	14
Ano6	5122	5041	5337	4738	3475	4023	3495	2757
Ctrl	11	6	9	5	8	9	10	3
Ano5	2	5	0	0	8	12	20	0
Klrc1	12	11	38	9	373	141	9	70
1190002N15Rik	1158	1128	1226	1560	585	1059	826	531
Aamdc	119	176	166	103	130	117	99	101
Ano4	5	27	22	21	0	3	2	0
Ano3	0	0	0	4	0	3	0	0
Ano2	10	7	15	13	0	1	1	5
Ano1	1603	1504	2260	2060	4270	5086	2243	3893
Plppr1	1	0	0	0	0	0	1	0
Klrb1	0	0	0	0	0	0	0	0
Acsl1	845	833	675	634	615	878	731	677
Os9	3429	3372	3039	2626	2691	1487	2056	2255
Plppr4	3	3	3	2	1	0	6	1
Plppr5	0	2	2	0	4	5	0	0
Plppr2	172	237	161	302	107	116	96	208
2810004N23Rik	310	331	443	469	287	262	297	468
Plppr3	149	131	186	296	98	108	73	60
Acsl5	3211	2950	3111	3083	4777	5377	5184	5851
Acsl6	400	445	330	465	24	19	5	20
Acsl3	397	303	523	731	1018	1090	515	983
Smurf2	1356	1362	1335	1474	1671	1584	1434	1336
Acsl4	3983	3857	4347	4400	6239	9316	8457	8202
Smurf1	2834	2377	2644	2521	2719	2455	1929	3724
Foxp3	36	22	16	11	19	3	12	13
Foxp4	1630	1615	1368	1495	1690	1395	1537	2495
Foxp1	1752	2270	2262	2023	1641	2566	1936	2224
Gm20498	0	0	0	0	1	0	6	1
Ctsa	5694	4695	5008	4619	3922	3206	3267	3925
Foxp2	131	130	132	134	251	393	450	336
Foxq1	66	83	100	113	462	503	269	794
Zc2hc1b	1	0	0	0	0	0	0	0
Kcnma1	9	12	3	4	2	17	0	0
Zc2hc1a	424	400	492	504	456	812	558	509
Lnp1	0	0	0	0	0	0	0	0
Zc2hc1c	54	75	50	61	50	78	49	71
Tmem132a	2197	2261	2483	2029	479	400	280	354
Tmem132b	1094	586	172	141	34	8	3	0
Tmem132e	4	0	3	4	0	0	1	0
Flvcr1	688	734	697	795	341	472	497	425
Tmem132c	75	100	62	146	128	91	92	22
Flvcr2	377	375	295	331	383	322	395	470
Tmem132d	10	11	7	14	48	49	38	4
Cab39	3155	2892	3357	3284	3231	4812	3262	3636
Iba57	133	118	104	189	132	116	90	97
Gm45783	0	1	0	1	0	0	0	1
Gm45785	0	0	0	1	0	0	0	0
Foxr1	1	0	0	0	2	0	1	0
Gm45799	0	0	0	0	0	0	0	0
Foxr2	0	0	0	2	0	0	0	1
6030445D17Rik	5	2	2	4	0	4	0	4
Tecr	1104	1190	1137	983	1079	1085	939	1615
Osm	109	84	74	55	26	19	30	77
Cttn	2950	2919	3366	3191	5175	3180	2157	4436
Rev3l	763	687	790	898	837	1128	976	807
Pgpep1l	4	6	1	1	1	0	9	3
Cadps2	285	402	223	273	456	495	685	809
Disc1	19	17	30	23	28	26	21	24
Rnaset2a	7	23	6	1	16	17	17	12
Gm8180	0	0	0	0	0	0	0	0
Rnaset2b	11	13	16	11	6	17	10	14
1500009L16Rik	67	51	16	40	10	16	23	12
Gm8186	366	363	430	418	234	143	204	341
Otc	7	1	0	2	6	34	10	135
Olfr497	0	0	0	0	0	0	0	0
Foxs1	108	114	352	461	13	16	14	43
Olfr498	0	0	0	0	0	0	0	0
Cxcr1	19	22	9	12	332	225	569	108
Mrps30	414	421	436	488	204	245	226	304
Cxcr2	162	129	114	138	242	170	156	122
Mrps31	192	246	229	228	159	152	131	230
Cxcr3	30	33	26	18	5	16	9	8
Mrps33	52	60	90	78	58	47	50	107
Mrps34	617	648	714	535	329	241	156	413
Mrps35	512	481	1755	393	522	300	288	478
Olfr491	0	0	0	0	0	0	0	0
Otp	0	2	0	0	0	0	0	0
Mrps36	26	28	18	31	37	29	38	22
Olfr490	0	0	0	0	0	0	0	0
Olfr493	0	0	0	0	0	0	0	0
Olfr492	0	0	0	0	0	0	0	0
Olfr495	0	0	0	0	0	0	0	0
Ott	0	0	0	0	0	0	0	0
Olfr494	0	0	0	0	0	0	0	0
Sqstm1	6757	6821	6041	5255	5152	4424	4085	4426
Cxcr4	492	525	438	638	365	315	338	441
Trnt1	621	741	735	585	425	666	497	592
Cxcr5	9	14	11	14	17	30	27	18
Sbds	1361	1459	1350	1347	938	976	944	1547
Cxcr6	35	38	76	65	20	46	32	27
Trp63	6	5	8	9	6	19	15	6
Sbf2	912	1038	950	702	898	1064	857	810
Sbf1	2305	2086	1892	2473	2348	2226	1457	1713
Olfr1100	0	0	0	0	0	0	0	0
Olfr486	0	0	0	0	0	0	0	0
Olfr485	0	0	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0	0	0
